8	14	2
8	16	1
8	18	1
8	23	1
8	29	1
8	39	4
8	47	1
8	70	2
8	77	2
8	89	1
8	91	1
8	126	1
8	128	1
8	146	2
8	151	1
8	152	1
8	172	4
8	175	1
8	179	1
8	190	1
8	191	1
8	203	1
8	204	2
8	219	1
8	222	1
8	233	1
8	244	1
14	16	2
14	23	1
14	29	1
14	38	1
14	39	5
14	64	3
14	70	1
14	77	3
14	82	3
14	83	2
14	91	1
14	95	1
14	103	1
14	110	2
14	111	2
14	126	2
14	128	3
14	146	2
14	152	1
14	161	1
14	172	3
14	175	2
14	179	2
14	188	4
14	190	2
14	191	2
14	198	1
14	203	2
14	204	1
14	222	2
16	23	1
16	39	1
16	64	1
16	77	1
16	110	1
16	146	1
16	172	1
16	179	1
16	188	1
16	191	2
16	203	2
16	204	1
16	222	1
18	39	1
18	47	1
18	64	1
18	70	1
18	91	2
18	95	1
18	97	1
18	100	1
18	119	1
18	151	1
18	172	1
18	191	1
18	204	1
18	233	2
23	29	1
23	38	1
23	39	4
23	47	1
23	77	1
23	83	1
23	89	1
23	91	1
23	103	1
23	107	1
23	146	1
23	151	1
23	172	4
23	191	1
23	203	1
23	204	1
23	219	1
23	220	1
23	233	1
23	244	1
29	38	1
29	39	2
29	47	1
29	70	1
29	77	1
29	83	1
29	103	1
29	107	1
29	126	1
29	128	1
29	152	1
29	172	2
29	175	1
29	179	1
29	190	1
29	222	1
38	39	2
38	47	1
38	64	1
38	82	1
38	83	2
38	91	1
38	103	1
38	107	1
38	126	1
38	128	1
38	161	1
38	172	2
38	188	1
39	40	1
39	47	3
39	64	2
39	70	2
39	77	3
39	82	3
39	83	4
39	84	1
39	89	2
39	91	4
39	95	1
39	100	1
39	103	3
39	107	2
39	110	1
39	111	2
39	126	2
39	128	3
39	146	4
39	151	2
39	152	2
39	161	1
39	172	10
39	175	2
39	179	1
39	188	3
39	190	2
39	191	1
39	198	1
39	203	1
39	204	2
39	219	3
39	220	2
39	222	1
39	233	3
39	244	2
40	47	1
40	146	1
40	152	1
40	219	1
40	220	1
40	233	1
47	70	1
47	83	1
47	91	1
47	103	1
47	107	1
47	146	1
47	151	1
47	152	1
47	172	2
47	204	1
47	219	1
47	220	1
47	233	1
53	83	1
53	91	1
53	95	1
53	100	1
53	119	1
53	172	1
53	233	1
64	82	2
64	83	1
64	91	2
64	95	2
64	97	1
64	100	1
64	110	2
64	111	1
64	119	1
64	126	1
64	128	1
64	161	1
64	172	1
64	175	1
64	179	1
64	188	3
64	190	1
64	191	2
64	198	1
64	203	1
64	222	1
64	233	1
70	77	1
70	91	1
70	126	1
70	128	1
70	151	1
70	152	1
70	172	2
70	175	1
70	179	1
70	190	1
70	204	1
70	222	1
70	233	1
77	82	1
77	83	1
77	103	1
77	111	1
77	126	1
77	128	2
77	146	2
77	152	1
77	172	2
77	175	1
77	179	1
77	188	1
77	190	1
77	191	1
77	203	1
77	204	1
77	222	1
82	83	2
82	91	1
82	95	1
82	103	1
82	110	1
82	111	2
82	126	1
82	128	2
82	146	1
82	161	1
82	172	1
82	175	1
82	188	3
82	190	1
82	198	1
83	84	1
83	91	3
83	100	2
83	103	3
83	107	2
83	111	1
83	119	1
83	126	1
83	128	2
83	146	1
83	161	1
83	172	4
83	188	2
83	233	2
84	91	1
84	100	1
84	103	1
84	107	1
84	146	1
84	161	1
84	172	2
84	233	1
89	146	1
89	151	1
89	172	2
89	219	2
89	220	1
89	244	2
91	95	1
91	97	1
91	100	3
91	103	1
91	107	1
91	119	2
91	126	1
91	128	1
91	151	1
91	161	1
91	172	5
91	188	1
91	191	1
91	204	1
91	233	5
95	97	1
95	100	1
95	110	1
95	111	1
95	119	1
95	175	1
95	188	1
95	190	1
95	191	1
95	198	1
95	233	1
97	100	1
97	119	1
97	191	1
97	233	1
100	103	1
100	107	1
100	119	2
100	172	2
100	191	1
100	233	3
103	107	2
103	111	1
103	128	1
103	146	1
103	172	2
103	188	1
103	233	1
107	172	2
107	233	1
110	111	1
110	175	1
110	179	1
110	188	2
110	190	1
110	191	1
110	198	1
110	203	1
110	222	1
111	128	1
111	146	1
111	175	1
111	188	2
111	190	1
111	198	1
119	172	1
119	191	1
119	233	2
126	128	2
126	152	1
126	161	1
126	172	2
126	175	1
126	179	1
126	188	1
126	190	1
126	222	1
128	146	1
128	152	1
128	161	1
128	172	2
128	175	1
128	179	1
128	188	2
128	190	1
128	222	1
146	152	1
146	161	1
146	172	3
146	188	1
146	191	1
146	203	1
146	204	1
146	219	2
146	220	1
146	244	1
151	172	2
151	204	1
151	219	1
151	220	1
151	233	1
151	244	1
152	172	1
152	175	1
152	179	1
152	190	1
152	219	1
152	220	1
152	222	1
161	172	2
161	188	1
172	175	1
172	179	1
172	188	1
172	190	1
172	191	1
172	198	1
172	203	1
172	204	2
172	219	2
172	220	1
172	222	1
172	233	5
172	244	2
175	179	1
175	188	1
175	190	2
175	198	1
175	222	1
179	188	1
179	190	1
179	191	1
179	203	1
179	222	2
188	190	1
188	191	1
188	198	1
188	203	1
188	222	1
190	198	1
190	222	1
191	203	2
191	204	1
191	222	1
191	233	1
198	233	1
203	204	1
203	222	1
204	233	1
219	220	2
219	244	2
220	244	1
