129	245	5
129	247	3
129	323	7
129	446	3
129	457	1
129	532	2
129	559	3
129	589	5
129	719	6
129	722	1
129	734	5
129	740	7
129	743	1
129	827	3
129	837	1
129	868	3
129	927	8
129	960	1
129	992	1
129	997	1
129	1138	1
129	1202	8
129	1228	2
129	1243	1
237	281	2
237	350	1
237	452	1
237	457	1
237	612	3
237	740	1
237	827	1
237	837	1
237	861	1
237	874	1
237	927	4
237	992	1
237	1017	7
237	1123	2
237	1138	1
237	1204	2
237	1211	2
237	1228	1
245	247	5
245	323	7
245	446	3
245	457	2
245	532	4
245	559	3
245	589	4
245	612	1
245	719	5
245	722	4
245	734	3
245	740	7
245	743	3
245	827	4
245	861	3
245	868	1
245	874	2
245	927	7
245	960	2
245	992	4
245	997	3
245	1004	1
245	1138	4
245	1202	7
245	1228	3
245	1243	2
247	323	5
247	350	2
247	446	5
247	457	2
247	532	4
247	559	4
247	589	2
247	612	5
247	719	3
247	722	6
247	734	6
247	740	4
247	743	1
247	827	4
247	837	3
247	861	7
247	868	3
247	874	3
247	927	5
247	960	4
247	992	7
247	997	6
247	1138	7
247	1202	6
247	1204	2
247	1211	2
247	1228	7
247	1243	4
281	559	2
281	612	4
281	722	1
281	827	2
281	837	1
281	861	1
281	874	1
281	927	3
281	960	5
281	992	3
281	1004	1
281	1017	4
281	1123	7
281	1138	1
281	1204	3
323	350	1
323	446	5
323	457	2
323	532	2
323	559	2
323	589	6
323	612	4
323	719	10
323	722	4
323	734	9
323	740	13
323	743	2
323	827	5
323	861	2
323	868	4
323	874	1
323	918	1
323	927	15
323	960	4
323	992	6
323	997	2
323	1138	3
323	1202	15
323	1204	1
323	1211	1
323	1228	3
323	1243	6
350	446	3
350	452	7
350	457	11
350	532	1
350	559	3
350	612	9
350	722	9
350	734	1
350	740	2
350	743	1
350	827	2
350	837	3
350	861	8
350	868	2
350	874	7
350	918	3
350	927	8
350	960	9
350	992	9
350	997	4
350	1017	3
350	1138	6
350	1204	5
350	1211	12
350	1228	9
350	1243	1
446	452	4
446	457	2
446	532	3
446	559	2
