3	115	3
3	132	2
3	141	4
3	143	2
3	158	1
3	187	4
3	188	3
3	191	1
3	226	1
3	283	1
3	309	1
3	315	2
3	324	1
3	325	2
3	353	1
3	361	1
3	369	1
4	17	1
4	23	2
4	61	1
4	115	2
4	153	1
4	154	2
4	158	2
4	168	1
4	169	1
4	182	1
4	191	2
4	219	2
4	250	1
4	283	1
4	310	2
4	325	2
4	331	1
4	332	1
4	355	1
4	361	1
17	127	1
17	153	1
17	154	1
17	168	1
17	191	1
17	219	1
17	250	1
17	283	1
17	310	1
17	325	1
20	34	1
20	50	1
20	127	2
20	136	1
20	158	1
20	222	1
20	331	1
20	355	1
21	58	1
21	61	2
21	332	1
21	355	1
23	58	1
23	101	1
23	115	1
23	153	1
23	154	1
23	168	1
23	169	1
23	182	1
23	310	1
23	325	1
23	332	2
34	50	1
34	58	1
34	101	1
34	127	2
34	136	3
34	154	1
34	158	1
34	222	1
34	331	1
34	355	1
50	127	1
50	136	1
50	154	1
50	222	2
50	331	2
50	355	2
58	101	3
58	132	1
58	143	1
58	158	1
58	219	1
58	309	1
58	325	1
58	332	2
58	353	3
58	369	1
61	219	1
61	355	1
101	182	1
101	325	1
101	332	1
101	353	1
115	132	2
115	141	3
115	143	2
115	158	2
115	169	1
115	182	2
115	187	3
115	188	2
115	191	2
115	250	1
115	283	1
115	309	1
115	315	2
115	325	4
115	332	1
115	353	1
115	361	1
115	369	1
115	380	1
127	136	2
127	154	1
127	158	1
127	222	1
127	331	1
127	355	1
132	141	2
132	143	3
132	187	2
132	188	1
132	219	1
132	309	1
132	315	2
132	325	2
132	353	2
132	369	2
136	154	1
136	158	1
136	222	1
136	331	1
136	355	1
141	143	2
141	158	1
141	187	4
141	188	3
141	191	1
141	226	1
141	283	1
141	309	1
141	315	2
141	324	1
141	325	2
141	353	1
141	361	1
141	369	1
143	187	2
143	188	1
143	219	1
143	309	1
143	315	2
143	325	2
143	353	2
143	369	2
153	154	2
153	168	2
153	169	2
153	219	1
153	250	3
153	310	1
153	353	1
154	158	1
154	168	1
154	169	1
154	222	2
154	250	1
154	310	1
154	331	3
154	355	3
158	187	1
158	188	1
158	191	2
158	219	1
158	226	2
158	250	1
158	324	1
158	325	1
158	331	1
158	353	3
158	355	1
158	361	2
158	369	1
158	380	1
168	169	1
168	219	1
168	250	1
168	310	1
169	182	1
169	191	1
169	250	1
169	283	1
169	309	1
169	310	1
169	325	2
169	353	1
169	380	1
182	191	1
182	283	1
182	309	1
182	325	3
182	332	1
182	380	1
187	188	3
187	191	1
187	226	1
187	283	1
187	309	1
187	315	2
187	324	1
187	325	2
187	353	1
187	361	1
187	369	1
188	191	1
188	226	1
188	283	1
188	309	1
188	315	1
188	324	1
188	325	2
188	361	1
191	219	2
191	226	2
191	250	1
191	283	3
191	309	2
191	310	1
191	324	1
191	325	2
191	353	1
191	361	3
191	369	1
191	380	2
219	226	1
219	250	1
219	283	1
219	309	1
219	310	1
219	325	2
219	353	2
219	361	1
219	369	2
219	380	1
222	331	3
222	355	3
226	283	1
226	309	1
226	324	2
226	353	2
226	361	2
226	369	1
226	380	1
250	361	1
283	309	2
283	310	2
283	324	2
283	325	3
283	353	1
283	361	1
283	380	2
309	324	1
309	325	2
309	353	1
309	361	1
309	369	1
309	380	1
310	315	1
310	324	1
310	325	2
310	353	2
310	380	1
315	325	1
315	353	2
315	369	1
324	325	1
324	353	2
324	361	1
324	380	1
325	332	1
325	353	3
325	369	1
325	380	2
331	355	4
353	361	1
353	369	3
353	380	2
361	369	1
361	380	1
369	380	1
